PRODUCT REF;EAN13 CODE;PURCHASE PRICE;AVAILABLE STOCK;PRODUCT DESCRIPTION;PICTURES;BRAND;MOTHER REF;PRODUCT IN;RETAIL PRICE
ABR-SH-BK-2-4;4891844734017;2.5;0;ABRASIVE PAD SLIDER HIGH MODEL Black 34-37;https://www.universkate.com/2-large_default/abrasive-pad-slider-high-model.jpg;SEBA;ABR-SH;;4.5
ABR-SH-BK-5-8;4891844734024;2.5;0;ABRASIVE PAD SLIDER HIGH MODEL Black 38-42;https://www.universkate.com/2-large_default/abrasive-pad-slider-high-model.jpg;SEBA;ABR-SH;;4.5
ABR-SH-BK-9-12;4891844734031;2.5;0;ABRASIVE PAD SLIDER HIGH MODEL Black 43-47;https://www.universkate.com/2-large_default/abrasive-pad-slider-high-model.jpg;SEBA;ABR-SH;;4.5
ABR-SH-BL-2-4;4891844734048;2.5;80;ABRASIVE PAD SLIDER HIGH MODEL Blue 34-37;https://www.universkate.com/2-large_default/abrasive-pad-slider-high-model.jpg;SEBA;ABR-SH;;4.5
ABR-SH-BL-5-8;4891844734055;2.5;16;ABRASIVE PAD SLIDER HIGH MODEL Blue 38-42;https://www.universkate.com/2-large_default/abrasive-pad-slider-high-model.jpg;SEBA;ABR-SH;;4.5
ABR-SH-BL-9-12;4891844734062;2.5;80;ABRASIVE PAD SLIDER HIGH MODEL Blue 43-47;https://www.universkate.com/2-large_default/abrasive-pad-slider-high-model.jpg;SEBA;ABR-SH;;4.5
ABR-SH-OR-2-4;4891844734161;2.5;0;ABRASIVE PAD SLIDER HIGH MODEL Orange 34-37;https://www.universkate.com/2-large_default/abrasive-pad-slider-high-model.jpg;SEBA;ABR-SH;;4.5
ABR-SH-OR-5-8;4891844734178;2.5;0;ABRASIVE PAD SLIDER HIGH MODEL Orange 38-42;https://www.universkate.com/2-large_default/abrasive-pad-slider-high-model.jpg;SEBA;ABR-SH;;4.5
ABR-SH-OR-9-12;4891844734185;2.5;1;ABRASIVE PAD SLIDER HIGH MODEL Orange 43-47;https://www.universkate.com/2-large_default/abrasive-pad-slider-high-model.jpg;SEBA;ABR-SH;;4.5
ABR-SH-RED-2-4;4891844734079;2.5;21;ABRASIVE PAD SLIDER HIGH MODEL Red 34-37;https://www.universkate.com/2-large_default/abrasive-pad-slider-high-model.jpg;SEBA;ABR-SH;;4.5
ABR-SH-RED-5-8;4891844734086;2.5;0;ABRASIVE PAD SLIDER HIGH MODEL Red 38-42;https://www.universkate.com/2-large_default/abrasive-pad-slider-high-model.jpg;SEBA;ABR-SH;;4.5
ABR-SH-RED-9-12;4891844734093;2.5;8;ABRASIVE PAD SLIDER HIGH MODEL Red 43-47;https://www.universkate.com/2-large_default/abrasive-pad-slider-high-model.jpg;SEBA;ABR-SH;;4.5
ABR-SH-VI-2-4;4891844734130;2.5;0;ABRASIVE PAD SLIDER HIGH MODEL 34-37 Purple;https://www.universkate.com/2-large_default/abrasive-pad-slider-high-model.jpg;SEBA;ABR-SH;;4.5
ABR-SH-VI-5-8;4891844734147;2.5;0;ABRASIVE PAD SLIDER HIGH MODEL 38-42 Purple;https://www.universkate.com/2-large_default/abrasive-pad-slider-high-model.jpg;SEBA;ABR-SH;;4.5
ABR-SH-VI-9-12;4891844734154;2.5;0;ABRASIVE PAD SLIDER HIGH MODEL 43-47 Purple;https://www.universkate.com/2-large_default/abrasive-pad-slider-high-model.jpg;SEBA;ABR-SH;;4.5
ABR-SH-WH-2-4;4891844734109;2.5;0;ABRASIVE PAD SLIDER HIGH MODEL White 34-37;https://www.universkate.com/2-large_default/abrasive-pad-slider-high-model.jpg;SEBA;ABR-SH;;4.5
ABR-SH-WH-5-8;4891844734116;2.5;0;ABRASIVE PAD SLIDER HIGH MODEL White 38-42;https://www.universkate.com/2-large_default/abrasive-pad-slider-high-model.jpg;SEBA;ABR-SH;;4.5
ABR-SH-WH-9-12;4891844734123;2.5;0;ABRASIVE PAD SLIDER HIGH MODEL White 43-47;https://www.universkate.com/2-large_default/abrasive-pad-slider-high-model.jpg;SEBA;ABR-SH;;4.5
ALN-316-RED;4891844773047;2.833;80;SEBA - ALLEN KEY BIG 3/16 Red;https://www.universkate.com/5-large_default/seba-allen-key-big-3-16.jpg;SEBA;ALN-316-RED;;5.0994
ALN-4-BK;4891844773054;2.833;80;SEBA - ALLEN KEY STANDARD 4MM Black;https://www.universkate.com/6-large_default/seba-allen-key-standard-4mm.jpg;SEBA;ALN-4-BK;;5.0994
AXL-1008-SL;3701118850446;0.556;0;SEBA - AXE POUR X SERIES (MALE + FEMALE) X1 Silver;https://www.universkate.com/8-large_default/seba-axe-pour-x-series-male-female-x1.jpg;SEBA;AXL-1008;;1.0008
AXL-1008R1;3701118850590;0.556;35;SEBA - AXE POUR X SERIES (MALE + FEMALE) X1 Black;https://www.universkate.com/8-large_default/seba-axe-pour-x-series-male-female-x1.jpg;SEBA;AXL-1008;;1.0008
AXL-SEBA345-BK;4891844773023;0.667;80;AXLE x1 FOR SEBA FRAME 34,5 DELUXE/R1 BLACK Black;https://www.universkate.com/12-large_default/axle-x1-for-seba-frame-345-deluxer1-black.jpg;SEBA;AXL-SEBA345;;1.2006
AXL-SEBA345-SL;3701118850477;0.467;0;AXLE x1 FOR SEBA FRAME 34,5 DELUXE/R1 BLACK Silver;https://www.universkate.com/12-large_default/axle-x1-for-seba-frame-345-deluxer1-black.jpg;SEBA;AXL-SEBA345;;0.8406
BRK-GT32-AXL-BK;3701118850668;1.111;0;SEBA - AXE FREIN POUR PLATINES GT X1 + 2VIS Black;https://www.universkate.com/16-large_default/seba-axe-frein-pour-platines-gt-x1-2vis.jpg;SEBA;BRK-GT32-AXL;;1.9998
BRK-GT32-AXL-SL;3701118851948;1.111;17;SEBA - AXE FREIN POUR PLATINES GT X1 + 2VIS Silver;https://www.universkate.com/16-large_default/seba-axe-frein-pour-platines-gt-x1-2vis.jpg;SEBA;BRK-GT32-AXL;;1.9998
BRK-JUN-L;4891844720027;4.444;80;SEBA - FREIN POUR JUNIOR SKATES x1 avec Axe L;https://www.universkate.com/17-large_default/seba-frein-pour-junior-skates-x1-avec-axe.jpg;SEBA;BRK-JUN;;7.9992
BRK-JUN-S;4891844720010;4.444;80;SEBA - FREIN POUR JUNIOR SKATES x1 avec Axe S;https://www.universkate.com/17-large_default/seba-frein-pour-junior-skates-x1-avec-axe.jpg;SEBA;BRK-JUN;;7.9992
BRK-RUB-JR-2734;4891844773207;2.222;37;SEBA - RUBBER ONLY POUR FREINS JUNIOR X1 S;https://www.universkate.com/20-large_default/seba-rubber-only-pour-freins-junior-x1.jpg;SEBA;BRK-RUB-JR;;3.9996
BRK-RUB-JR-3538;4891844773344;2.222;80;SEBA - RUBBER ONLY POUR FREINS JUNIOR X1 M;https://www.universkate.com/20-large_default/seba-rubber-only-pour-freins-junior-x1.jpg;SEBA;BRK-RUB-JR;;3.9996
BRK-S345-AXL-BK;4891844773078;1.111;74;SEBA - AXE FREIN POUR PLATINES (R1,DELUXE) X1+2 VIS Black;https://www.universkate.com/22-large_default/seba-axe-frein-pour-platines-r1deluxe-x12-vis.jpg;SEBA;BRK-S345-AXL;;1.9998
BRK-S345-AXL-SL;;1.111;0;SEBA - AXE FREIN POUR PLATINES (R1,DELUXE) X1+2 VIS Silver;https://www.universkate.com/22-large_default/seba-axe-frein-pour-platines-r1deluxe-x12-vis.jpg;SEBA;BRK-S345-AXL;;1.9998
BUK-DST-E3-BK-L;4891844739111;8.889;0;SEBA - DOUBLE STRAP E3 - BLACK - PAIR 43-47;https://www.universkate.com/1653-large_default/seba-double-strap-e3-black-pair.jpg;SEBA;BUK-DST-E3-BK;;16.0002
BUK-DST-E3-BK-M;4891844739104;8.889;0;SEBA - DOUBLE STRAP E3 - BLACK - PAIR 38-42;https://www.universkate.com/1653-large_default/seba-double-strap-e3-black-pair.jpg;SEBA;BUK-DST-E3-BK;;16.0002
BUK-DST-E3-BK-S;4891844739098;8.889;41;SEBA - DOUBLE STRAP E3 - BLACK - PAIR 34-37;https://www.universkate.com/1653-large_default/seba-double-strap-e3-black-pair.jpg;SEBA;BUK-DST-E3-BK;;16.0002
BUK-JR-L;4891844773313;2.222;0;SEBA - J BUCKLE - (Male+Female) M;https://www.universkate.com/1654-large_default/seba-j-buckle-malefemale.jpg;SEBA;BUK-JR;;3.9996
BUK-JR-S;4891844773306;2.222;8;SEBA - J BUCKLE - (Male+Female) S;https://www.universkate.com/1654-large_default/seba-j-buckle-malefemale.jpg;SEBA;BUK-JR;;3.9996
BUK-LAD110;;0.556;0;LADDER STRAP 110mm;https://www.universkate.com/29-large_default/ladder-strap.jpg;SEBA;BUK-LAD;;1.0008
BUK-LAD120;;0.556;0;LADDER STRAP 130mm;https://www.universkate.com/29-large_default/ladder-strap.jpg;SEBA;BUK-LAD;;1.0008
BUK-LAD-150;4891844773375;0.556;0;LADDER STRAP 150mm;https://www.universkate.com/29-large_default/ladder-strap.jpg;SEBA;BUK-LAD;;1.0008
BUK-PWSTRP-LP-CJ-BK;4891844773221;2.778;0;CJ POWERSTRAP LOOP (PAIR + SCREWS) - BLACK Black;https://www.universkate.com/34-large_default/cj-powerstrap-loop-pair-screws-black.jpg;SEBA;BUK-PWSTRP-LP-C;;5.0004
BUK-SPD-SILVER;3701118850538;1.75;80;SPIDER BUCKLE x2 + SCREWS - SILVER Silver;https://www.universkate.com/39-large_default/spider-buckle-x2-screws-silver.jpg;SEBA;BUK-SPD-SILVE;OUTLET;
CKIT-CJ-BK-2-4;4891844527206;20;0;SEBA CJ CUSTOM KIT Black 36-40;https://www.universkate.com/2376-large_default/seba-cj-custom-kit.jpg;SEBA;CKIT-CJ;OUTLET;
CKIT-CJ-BK-4-6;4891844527237;20;0;SEBA CJ CUSTOM KIT Black 41-42;https://www.universkate.com/2376-large_default/seba-cj-custom-kit.jpg;SEBA;CKIT-CJ;OUTLET;
CKIT-CJ-BK-5-8;4891844527534;20;0;SEBA CJ CUSTOM KIT Black 43;https://www.universkate.com/2376-large_default/seba-cj-custom-kit.jpg;SEBA;CKIT-CJ;OUTLET;
CKIT-CJ-BK-9-12;4891844527572;20;0;SEBA CJ CUSTOM KIT Black 44-47;https://www.universkate.com/2376-large_default/seba-cj-custom-kit.jpg;SEBA;CKIT-CJ;OUTLET;
CKIT-CJ-BL-2-4;4891844528203;20;12;SEBA CJ CUSTOM KIT Blue 36-40;https://www.universkate.com/2376-large_default/seba-cj-custom-kit.jpg;SEBA;CKIT-CJ;OUTLET;
CKIT-CJ-BL-4-6;4891844528234;20;0;SEBA CJ CUSTOM KIT Blue 41-42;https://www.universkate.com/2376-large_default/seba-cj-custom-kit.jpg;SEBA;CKIT-CJ;OUTLET;
CKIT-CJ-BL-5-8;4891844528531;20;4;SEBA CJ CUSTOM KIT Blue 43;https://www.universkate.com/2376-large_default/seba-cj-custom-kit.jpg;SEBA;CKIT-CJ;OUTLET;
CKIT-CJ-BL-9-12;4891844528579;20;0;SEBA CJ CUSTOM KIT Blue 44-47;https://www.universkate.com/2376-large_default/seba-cj-custom-kit.jpg;SEBA;CKIT-CJ;OUTLET;
CKIT-CJ-GR-2-4;4891844531203;20;0;SEBA CJ CUSTOM KIT Green 36-40;https://www.universkate.com/2376-large_default/seba-cj-custom-kit.jpg;SEBA;CKIT-CJ;OUTLET;
CKIT-CJ-GR-4-6;4891844531234;20;0;SEBA CJ CUSTOM KIT Green 41-42;https://www.universkate.com/2376-large_default/seba-cj-custom-kit.jpg;SEBA;CKIT-CJ;OUTLET;
CKIT-CJ-GR-5-8;4891844531531;20;0;SEBA CJ CUSTOM KIT Green 43;https://www.universkate.com/2376-large_default/seba-cj-custom-kit.jpg;SEBA;CKIT-CJ;OUTLET;
CKIT-CJ-GR-9-12;4891844531579;20;0;SEBA CJ CUSTOM KIT Green 44-47;https://www.universkate.com/2376-large_default/seba-cj-custom-kit.jpg;SEBA;CKIT-CJ;OUTLET;
CKIT-CJ-OR-2-4;4891844530206;20;0;SEBA CJ CUSTOM KIT Orange 36-40;https://www.universkate.com/2376-large_default/seba-cj-custom-kit.jpg;SEBA;CKIT-CJ;OUTLET;
CKIT-CJ-OR-4-6;4891844530237;20;0;SEBA CJ CUSTOM KIT Orange 41-42;https://www.universkate.com/2376-large_default/seba-cj-custom-kit.jpg;SEBA;CKIT-CJ;OUTLET;
CKIT-CJ-OR-5-8;4891844530534;20;0;SEBA CJ CUSTOM KIT Orange 43;https://www.universkate.com/2376-large_default/seba-cj-custom-kit.jpg;SEBA;CKIT-CJ;OUTLET;
CKIT-CJ-OR-9-12;4891844530572;20;0;SEBA CJ CUSTOM KIT Orange 44-47;https://www.universkate.com/2376-large_default/seba-cj-custom-kit.jpg;SEBA;CKIT-CJ;OUTLET;
CKIT-CJ-RED-2-4;4891844529200;20;8;SEBA CJ CUSTOM KIT Red 36-40;https://www.universkate.com/2376-large_default/seba-cj-custom-kit.jpg;SEBA;CKIT-CJ;OUTLET;
CKIT-CJ-RED-4-6;4891844529231;20;0;SEBA CJ CUSTOM KIT Red 41-42;https://www.universkate.com/2376-large_default/seba-cj-custom-kit.jpg;SEBA;CKIT-CJ;OUTLET;
CKIT-CJ-RED-5-8;4891844529538;20;0;SEBA CJ CUSTOM KIT Red 43;https://www.universkate.com/2376-large_default/seba-cj-custom-kit.jpg;SEBA;CKIT-CJ;OUTLET;
CKIT-CJ-RED-9-12;4891844529576;20;0;SEBA CJ CUSTOM KIT Red 44-47;https://www.universkate.com/2376-large_default/seba-cj-custom-kit.jpg;SEBA;CKIT-CJ;OUTLET;
CKIT-CJ-VI-2-4;4891844534204;20;0;SEBA CJ CUSTOM KIT Purple 36-40;https://www.universkate.com/2376-large_default/seba-cj-custom-kit.jpg;SEBA;CKIT-CJ;OUTLET;
CKIT-CJ-VI-4-6;4891844534235;20;0;SEBA CJ CUSTOM KIT Purple 41-42;https://www.universkate.com/2376-large_default/seba-cj-custom-kit.jpg;SEBA;CKIT-CJ;OUTLET;
CKIT-CJ-VI-5-8;4891844534532;20;0;SEBA CJ CUSTOM KIT Purple 43;https://www.universkate.com/2376-large_default/seba-cj-custom-kit.jpg;SEBA;CKIT-CJ;OUTLET;
CKIT-CJ-VI-9-12;4891844534570;20;0;SEBA CJ CUSTOM KIT Purple 44-47;https://www.universkate.com/2376-large_default/seba-cj-custom-kit.jpg;SEBA;CKIT-CJ;OUTLET;
CKIT-CJ-WH-2-4;4891844526209;20;0;SEBA CJ CUSTOM KIT White 36-40;https://www.universkate.com/2376-large_default/seba-cj-custom-kit.jpg;SEBA;CKIT-CJ;OUTLET;
CKIT-CJ-WH-4-6;4891844526230;20;0;SEBA CJ CUSTOM KIT White 41-42;https://www.universkate.com/2376-large_default/seba-cj-custom-kit.jpg;SEBA;CKIT-CJ;OUTLET;
CKIT-CJ-WH-5-8;4891844526537;20;0;SEBA CJ CUSTOM KIT White 43;https://www.universkate.com/2376-large_default/seba-cj-custom-kit.jpg;SEBA;CKIT-CJ;OUTLET;
CKIT-CJ-WH-9-12;4891844526575;20;0;SEBA CJ CUSTOM KIT White 44-47;https://www.universkate.com/2376-large_default/seba-cj-custom-kit.jpg;SEBA;CKIT-CJ;OUTLET;
CKIT-CJ-YL-2-4;4891844533207;20;0;SEBA CJ CUSTOM KIT Yellow 36-40;https://www.universkate.com/2376-large_default/seba-cj-custom-kit.jpg;SEBA;CKIT-CJ;OUTLET;
CKIT-CJ-YL-4-6;4891844533238;20;0;SEBA CJ CUSTOM KIT Yellow 41-42;https://www.universkate.com/2376-large_default/seba-cj-custom-kit.jpg;SEBA;CKIT-CJ;OUTLET;
CKIT-CJ-YL-5-8;4891844533535;20;0;SEBA CJ CUSTOM KIT Yellow 43;https://www.universkate.com/2376-large_default/seba-cj-custom-kit.jpg;SEBA;CKIT-CJ;OUTLET;
CKIT-CJ-YL-9-12;4891844533573;20;0;SEBA CJ CUSTOM KIT Yellow 44-47;https://www.universkate.com/2376-large_default/seba-cj-custom-kit.jpg;SEBA;CKIT-CJ;OUTLET;
CKIT-SH-BL-2-4;4891844472018;16.6668;8;SEBA HIGH CUSTOM KIT S Blue;https://www.universkate.com/51-large_default/seba-high-custom-kit.jpg;SEBA;CKIT-SH;OUTLET;
CKIT-SH-BL-5-8;4891844472025;16.6668;0;SEBA HIGH CUSTOM KIT M Blue;https://www.universkate.com/51-large_default/seba-high-custom-kit.jpg;SEBA;CKIT-SH;OUTLET;
CKIT-SH-BL-9-12;4891844472032;16.6668;0;SEBA HIGH CUSTOM KIT L Blue;https://www.universkate.com/51-large_default/seba-high-custom-kit.jpg;SEBA;CKIT-SH;OUTLET;
CKIT-SH-GR-2-4;4891844524021;16.6668;9;SEBA HIGH CUSTOM KIT S Green;https://www.universkate.com/51-large_default/seba-high-custom-kit.jpg;SEBA;CKIT-SH;OUTLET;
CKIT-SH-GR-5-8;4891844524052;16.6668;0;SEBA HIGH CUSTOM KIT M Green;https://www.universkate.com/51-large_default/seba-high-custom-kit.jpg;SEBA;CKIT-SH;OUTLET;
CKIT-SH-GR-9-12;4891844524090;16.6668;0;SEBA HIGH CUSTOM KIT L Green;https://www.universkate.com/51-large_default/seba-high-custom-kit.jpg;SEBA;CKIT-SH;OUTLET;
CKIT-SH-OR-2-4;4891844322023;16.6668;1;SEBA HIGH CUSTOM KIT S Orange;https://www.universkate.com/51-large_default/seba-high-custom-kit.jpg;SEBA;CKIT-SH;OUTLET;
CKIT-SH-OR-5-8;4891844474029;16.6668;0;SEBA HIGH CUSTOM KIT M Orange;https://www.universkate.com/51-large_default/seba-high-custom-kit.jpg;SEBA;CKIT-SH;OUTLET;
CKIT-SH-OR-9-12;4891844322092;16.6668;0;SEBA HIGH CUSTOM KIT L Orange;https://www.universkate.com/51-large_default/seba-high-custom-kit.jpg;SEBA;CKIT-SH;OUTLET;
CKIT-SH-PK-2-4;4891844647010;16.6668;0;SEBA HIGH CUSTOM KIT S Pink;https://www.universkate.com/51-large_default/seba-high-custom-kit.jpg;SEBA;CKIT-SH;OUTLET;
CKIT-SH-PK-5-8;4891844647027;16.6668;0;SEBA HIGH CUSTOM KIT M Pink;https://www.universkate.com/51-large_default/seba-high-custom-kit.jpg;SEBA;CKIT-SH;OUTLET;
CKIT-SH-PK-9-12;4891844647034;16.6668;0;SEBA HIGH CUSTOM KIT L Pink;https://www.universkate.com/51-large_default/seba-high-custom-kit.jpg;SEBA;CKIT-SH;OUTLET;
CKIT-SH-RED-2-4;4891844318026;16.6668;0;SEBA HIGH CUSTOM KIT S Red;https://www.universkate.com/51-large_default/seba-high-custom-kit.jpg;SEBA;CKIT-SH;OUTLET;
CKIT-SH-RED-5-8;4891844470021;16.6668;0;SEBA HIGH CUSTOM KIT M Red;https://www.universkate.com/51-large_default/seba-high-custom-kit.jpg;SEBA;CKIT-SH;OUTLET;
CKIT-SH-RED-9-12;4891844318095;16.6668;0;SEBA HIGH CUSTOM KIT L Red;https://www.universkate.com/51-large_default/seba-high-custom-kit.jpg;SEBA;CKIT-SH;OUTLET;
CKIT-SH-VI-2-4;4891844319023;16.6668;0;SEBA HIGH CUSTOM KIT S Purple;https://www.universkate.com/51-large_default/seba-high-custom-kit.jpg;SEBA;CKIT-SH;OUTLET;
CKIT-SH-VI-5-8;4891844319054;16.6668;0;SEBA HIGH CUSTOM KIT M Purple;https://www.universkate.com/51-large_default/seba-high-custom-kit.jpg;SEBA;CKIT-SH;OUTLET;
CKIT-SH-VI-9-12;4891844319092;16.6668;4;SEBA HIGH CUSTOM KIT L Purple;https://www.universkate.com/51-large_default/seba-high-custom-kit.jpg;SEBA;CKIT-SH;OUTLET;
CKIT-SH-YL-2-4;4891844525028;16.6668;19;SEBA HIGH CUSTOM KIT S Yellow;https://www.universkate.com/51-large_default/seba-high-custom-kit.jpg;SEBA;CKIT-SH;OUTLET;
CKIT-SH-YL-5-8;4891844525059;16.6668;0;SEBA HIGH CUSTOM KIT M Yellow;https://www.universkate.com/51-large_default/seba-high-custom-kit.jpg;SEBA;CKIT-SH;OUTLET;
CKIT-SH-YL-9-12;4891844525097;16.6668;4;SEBA HIGH CUSTOM KIT L Yellow;https://www.universkate.com/51-large_default/seba-high-custom-kit.jpg;SEBA;CKIT-SH;OUTLET;
CKIT-SX-BK-2-4;4891844462019;10;0;SEBA SX CUSTOM KIT Black 36-42;https://www.universkate.com/56-large_default/seba-sx-custom-kit.jpg;SEBA;CKIT-SX;OUTLET;
CKIT-SX-BL-2-4;4891844469018;10;0;SEBA SX CUSTOM KIT Blue 36-42;https://www.universkate.com/56-large_default/seba-sx-custom-kit.jpg;SEBA;CKIT-SX;OUTLET;
CKIT-SX-RED-2-4;4891844464013;10;0;SEBA SX CUSTOM KIT Red 36-42;https://www.universkate.com/56-large_default/seba-sx-custom-kit.jpg;SEBA;CKIT-SX;OUTLET;
CKIT-TX-BK-2-4;4891844324027;7.5;0;SEBA TRIX CUSTOM KIT S Black;https://www.universkate.com/57-large_default/seba-trix-custom-kit.jpg;SEBA;CKIT-TX;OUTLET;
CKIT-TX-BK-5-8;4891844324058;7.5;0;SEBA TRIX CUSTOM KIT M Black;https://www.universkate.com/57-large_default/seba-trix-custom-kit.jpg;SEBA;CKIT-TX;OUTLET;
CKIT-TX-BK-9-12;4891844324096;7.5;0;SEBA TRIX CUSTOM KIT L Black;https://www.universkate.com/57-large_default/seba-trix-custom-kit.jpg;SEBA;CKIT-TX;OUTLET;
CKIT-TX-BL-2-4;4891844325024;7.5;0;SEBA TRIX CUSTOM KIT S Blue;https://www.universkate.com/57-large_default/seba-trix-custom-kit.jpg;SEBA;CKIT-TX;OUTLET;
CKIT-TX-BL-5-8;4891844325055;7.5;0;SEBA TRIX CUSTOM KIT M Blue;https://www.universkate.com/57-large_default/seba-trix-custom-kit.jpg;SEBA;CKIT-TX;OUTLET;
CKIT-TX-BL-9-12;4891844325093;7.5;8;SEBA TRIX CUSTOM KIT L Blue;https://www.universkate.com/57-large_default/seba-trix-custom-kit.jpg;SEBA;CKIT-TX;OUTLET;
CKIT-TX-GR-2-4;4891844330028;7.5;0;SEBA TRIX CUSTOM KIT S Green;https://www.universkate.com/57-large_default/seba-trix-custom-kit.jpg;SEBA;CKIT-TX;OUTLET;
CKIT-TX-GR-5-8;4891844330059;7.5;0;SEBA TRIX CUSTOM KIT M Green;https://www.universkate.com/57-large_default/seba-trix-custom-kit.jpg;SEBA;CKIT-TX;OUTLET;
CKIT-TX-GR-9-12;4891844330097;7.5;14;SEBA TRIX CUSTOM KIT L Green;https://www.universkate.com/57-large_default/seba-trix-custom-kit.jpg;SEBA;CKIT-TX;OUTLET;
CKIT-TX-OR-2-4;4891844329022;7.5;0;SEBA TRIX CUSTOM KIT S Orange;https://www.universkate.com/57-large_default/seba-trix-custom-kit.jpg;SEBA;CKIT-TX;OUTLET;
CKIT-TX-OR-5-8;4891844329053;7.5;11;SEBA TRIX CUSTOM KIT M Orange;https://www.universkate.com/57-large_default/seba-trix-custom-kit.jpg;SEBA;CKIT-TX;OUTLET;
CKIT-TX-OR-9-12;4891844329091;7.5;20;SEBA TRIX CUSTOM KIT L Orange;https://www.universkate.com/57-large_default/seba-trix-custom-kit.jpg;SEBA;CKIT-TX;OUTLET;
CKIT-TX-RED-2-4;4891844326021;7.5;0;SEBA TRIX CUSTOM KIT S Red;https://www.universkate.com/57-large_default/seba-trix-custom-kit.jpg;SEBA;CKIT-TX;OUTLET;
CKIT-TX-RED-5-8;4891844326052;7.5;0;SEBA TRIX CUSTOM KIT M Red;https://www.universkate.com/57-large_default/seba-trix-custom-kit.jpg;SEBA;CKIT-TX;OUTLET;
CKIT-TX-RED-9-12;4891844326090;7.5;0;SEBA TRIX CUSTOM KIT L Red;https://www.universkate.com/57-large_default/seba-trix-custom-kit.jpg;SEBA;CKIT-TX;OUTLET;
CKIT-TX-VI-2-4;4891844328025;7.5;0;SEBA TRIX CUSTOM KIT S Purple;https://www.universkate.com/57-large_default/seba-trix-custom-kit.jpg;SEBA;CKIT-TX;OUTLET;
CKIT-TX-VI-5-8;4891844328056;7.5;0;SEBA TRIX CUSTOM KIT M Purple;https://www.universkate.com/57-large_default/seba-trix-custom-kit.jpg;SEBA;CKIT-TX;OUTLET;
CKIT-TX-VI-9-12;4891844328094;7.5;30;SEBA TRIX CUSTOM KIT L Purple;https://www.universkate.com/57-large_default/seba-trix-custom-kit.jpg;SEBA;CKIT-TX;OUTLET;
CKIT-TX-WH-2-4;4891844323020;7.5;0;SEBA TRIX CUSTOM KIT S White;https://www.universkate.com/57-large_default/seba-trix-custom-kit.jpg;SEBA;CKIT-TX;OUTLET;
CKIT-TX-WH-5-8;4891844323051;7.5;0;SEBA TRIX CUSTOM KIT M White;https://www.universkate.com/57-large_default/seba-trix-custom-kit.jpg;SEBA;CKIT-TX;OUTLET;
CKIT-TX-WH-9-12;4891844323099;7.5;1;SEBA TRIX CUSTOM KIT L White;https://www.universkate.com/57-large_default/seba-trix-custom-kit.jpg;SEBA;CKIT-TX;OUTLET;
CKIT-TX-YL-2-4;4891844327028;7.5;0;SEBA TRIX CUSTOM KIT S Yellow;https://www.universkate.com/57-large_default/seba-trix-custom-kit.jpg;SEBA;CKIT-TX;OUTLET;
CKIT-TX-YL-5-8;4891844327059;7.5;0;SEBA TRIX CUSTOM KIT M Yellow;https://www.universkate.com/57-large_default/seba-trix-custom-kit.jpg;SEBA;CKIT-TX;OUTLET;
CKIT-TX-YL-9-12;4891844327097;7.5;7;SEBA TRIX CUSTOM KIT L Yellow;https://www.universkate.com/57-large_default/seba-trix-custom-kit.jpg;SEBA;CKIT-TX;OUTLET;
CON-BK;4891844041443;11.111;0;SLALOM CONES PACK x20 Black;https://www.universkate.com/62-large_default/slalom-cones-pack-x20.jpg;SEBA;CON;;19.9998
CON-BL;4891844041498;11.111;11;SLALOM CONES PACK x20 Blue;https://www.universkate.com/62-large_default/slalom-cones-pack-x20.jpg;SEBA;CON;;19.9998
CON-GR;4891844041504;11.111;14;SLALOM CONES PACK x20 Green;https://www.universkate.com/62-large_default/slalom-cones-pack-x20.jpg;SEBA;CON;;19.9998
CON-OR;4891844041467;11.111;0;SLALOM CONES PACK x20 Orange;https://www.universkate.com/62-large_default/slalom-cones-pack-x20.jpg;SEBA;CON;;19.9998
CON-PK;4891844041528;11.111;20;SLALOM CONES PACK x20 Pink;https://www.universkate.com/62-large_default/slalom-cones-pack-x20.jpg;SEBA;CON;;19.9998
CON-RED;4891844041481;11.111;0;SLALOM CONES PACK x20 Red;https://www.universkate.com/62-large_default/slalom-cones-pack-x20.jpg;SEBA;CON;;19.9998
CON-VI;4891844041511;11.111;19;SLALOM CONES PACK x20 Purple;https://www.universkate.com/62-large_default/slalom-cones-pack-x20.jpg;SEBA;CON;;19.9998
CON-WH;4891844041450;11.111;15;SLALOM CONES PACK x20 White;https://www.universkate.com/62-large_default/slalom-cones-pack-x20.jpg;SEBA;CON;;19.9998
CON-YL;4891844041474;11.111;1;SLALOM CONES PACK x20 Yellow;https://www.universkate.com/62-large_default/slalom-cones-pack-x20.jpg;SEBA;CON;;19.9998
CONDD-BK;4891844041542;15;0;SLALOM CONES PACK x20 - DUAL DENSITY Black;https://www.universkate.com/67-large_default/slalom-cones-pack-x20-dual-density.jpg;SEBA;CONDD;;27
CONDD-BL;4891844041597;15;0;SLALOM CONES PACK x20 - DUAL DENSITY Blue;https://www.universkate.com/67-large_default/slalom-cones-pack-x20-dual-density.jpg;SEBA;CONDD;;27
CONDD-GR;4891844041603;15;37;SLALOM CONES PACK x20 - DUAL DENSITY Green;https://www.universkate.com/67-large_default/slalom-cones-pack-x20-dual-density.jpg;SEBA;CONDD;;27
