EAN;SKU;Vendor Item No.;Art. Codigo;Art. Nombre;Color Codigo;Color Nombre;Color Base;Talla;Talla EUR;Año;Marca;Familia;Linea;Tipo;Estacion;Uds x pack;Cantidad Minima;En Multiplos de;No servir antes de;Foto;Foto2;Foto3;Foto4;Foto5;Foto6;Foto7;Foto8;Foto9;Foto10;Foto11;Foto12;Descripcion larga;Cod. Arancelario;FEDAS;Cod. Pais;PVPR;linea_web;gama;capacidad;tipo_cierre;composicion;dimensiones;botin;ruedas_patines;rodamiento;guia;freno;chasis;actividad;familia_web;tecnologia;genero
8034033120574;06214600 091 XL;06214600 091;06214600;CODERAS PRO;091;ANTRACITA/NEGRO;MARRÓN;XL;;16;ROLLERBLADE;PROTECCIONES;;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/06214600 091.UNICA.1.jpg;;;;;;;;;;;;Las protecciones para los codos tienen forma anatómica están diseñadas con materiales de malla transpirable, un alto nivel de durabilidad y una protección óptima.;9506 99 90;;CN;13,95;;;;;;;;;;;;;Patinaje;Protecciones;;Unisex
8034033119769;06228000 000;06228000 000;06228000;RODAMIENTOS TRAINING SG 9;000;NEUTRO;MULTICOLOR;UNICA;;25;ROLLERBLADE;COMPONENTES Y RECAMB;RODAMIENTOS;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/06228000 000.UNICA.1.jpg;;;;;;;;;;;;Los rodamientos SG9 combinan un alto nivel de precisión con una mezcla de silicona y grasa para proteger los cojinetes de los elementos y permitir que Las ruedas giren más rápido mientras los mantienen bien lubricados. Cuanto mayor sea el número al final del cojinete, indica un nivel más alto De precisión, tolerancia y velocidad. Incluye 16 rodamientos..Gran rendimiento y durabilidad del diseño de rodamientos de 7 bolas..Menos fricción y velocidad aumentada son dos de los principales beneficios de la mezcla de silicona / grasa..Los protectores de metal evitan que las impurezas entren en los cojinetes para un desempeño y giro consistentes .;8482 10 10;;CN;39,99;Rodamientos;;;;;;;;;;;;Patinaje;Componentes;;Unisex
8034033084784;0T200100 741 1;0T200100 741;0T200100;PATINES DYNAMO-ADJ HOCKEY;741;NEGRO/ROJO;NEGRO;1 (32-35 EU);;25;ROLLERBLADE;PATINES BLADERUNNER;JUNIOR;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/0T200100 741.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/0T200100 741.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/0T200100 741.UNICA.3.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/0T200100 741.UNICA.4.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/0T200100 741.UNICA.5.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/0T200100 741.UNICA.6.jpg;;;;;;;Dynamo es un patín en línea ajustable de estilo hockey para niños. Creado para el patinador que juega hockey no competitivo y no prefiere un estilo recreativo tradicional, este patín se extiende cuatro tamaños completos para acomodar un pie en crecimiento. La puntera rígida agrega protección, combinada con una lengüeta acolchada y un cierre estándar de encaje de hockey, El freno es estándar. Las ruedas Bladerunner de 72 mm y los rodamientos ABEC 5 brindan una aceleración rápida como se usa en el hockey. Dynamo mantiene el aspecto, la sensación y el soporte tradicionales de un patín de hockey a un precio basado en el valor.;9506 70 30;;CN;139,99;Junior;;;Cordones;;;Tela suave;72mm / 80A;ABEC 5;Aluminio;En el patin;Dynamo, estilo hockey, 4 tamaños ajustables;Patinaje;Patines Bladerunner;;Junior
8034033084777;0T200100 741 11J;0T200100 741;0T200100;PATINES DYNAMO-ADJ HOCKEY;741;NEGRO/ROJO;NEGRO;11J-1 (28-32 EU);;25;ROLLERBLADE;PATINES BLADERUNNER;JUNIOR;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/0T200100 741.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/0T200100 741.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/0T200100 741.UNICA.3.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/0T200100 741.UNICA.4.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/0T200100 741.UNICA.5.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/0T200100 741.UNICA.6.jpg;;;;;;;Dynamo es un patín en línea ajustable de estilo hockey para niños. Creado para el patinador que juega hockey no competitivo y no prefiere un estilo recreativo tradicional, este patín se extiende cuatro tamaños completos para acomodar un pie en crecimiento. La puntera rígida agrega protección, combinada con una lengüeta acolchada y un cierre estándar de encaje de hockey, El freno es estándar. Las ruedas Bladerunner de 72 mm y los rodamientos ABEC 5 brindan una aceleración rápida como se usa en el hockey. Dynamo mantiene el aspecto, la sensación y el soporte tradicionales de un patín de hockey a un precio basado en el valor.;9506 70 30;;CN;139,99;Junior;;;Cordones;;;Tela suave;72mm / 80A;ABEC 5;Aluminio;En el patin;Dynamo, estilo hockey, 4 tamaños ajustables;Patinaje;Patines Bladerunner;;Junior
8034033084791;0T200100 741 4;0T200100 741;0T200100;PATINES DYNAMO-ADJ HOCKEY;741;NEGRO/ROJO;NEGRO;4 (35-39 EU);;25;ROLLERBLADE;PATINES BLADERUNNER;JUNIOR;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/0T200100 741.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/0T200100 741.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/0T200100 741.UNICA.3.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/0T200100 741.UNICA.4.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/0T200100 741.UNICA.5.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/0T200100 741.UNICA.6.jpg;;;;;;;Dynamo es un patín en línea ajustable de estilo hockey para niños. Creado para el patinador que juega hockey no competitivo y no prefiere un estilo recreativo tradicional, este patín se extiende cuatro tamaños completos para acomodar un pie en crecimiento. La puntera rígida agrega protección, combinada con una lengüeta acolchada y un cierre estándar de encaje de hockey, El freno es estándar. Las ruedas Bladerunner de 72 mm y los rodamientos ABEC 5 brindan una aceleración rápida como se usa en el hockey. Dynamo mantiene el aspecto, la sensación y el soporte tradicionales de un patín de hockey a un precio basado en el valor.;9506 70 30;;CN;139,99;Junior;;;Cordones;;;Tela suave;72mm / 80A;ABEC 5;Aluminio;En el patin;Dynamo, estilo hockey, 4 tamaños ajustables;Patinaje;Patines Bladerunner;;Junior
8034033171675;09202600 001;09202600 001;09202600;TORNILLOS JUNIOR (9UDS);001;NEUTRO;MULTICOLOR;UNICA;;26;ROLLERBLADE;TALLER;TORNILLOS;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/09202600 001.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09202600 001.UNICA.2.jpg;;;;;;;;;;;Junior Frame Axle incluye ocho ejes de aluminio más un eje de freno más largo para patines Microblade, Microblade 3WD ALU, Spitfire y Comet.;9506 70 90;;VN;13,99;Tornilleria;;;;;;;;;;;;Patinaje;Taller;;Junior
8034033171699;09203000 001;09203000 001;09203000;TORNILLOS RACING AXLES (9UDS)RB;001;NEUTRO;MULTICOLOR;UNICA;;26;ROLLERBLADE;TALLER;TORNILLOS;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/09203000 001.UNICA.1.jpg;;;;;;;;;;;;Race Axle incluye ocho ejes de carreras de aluminio más un eje de freno más largo para patines Twister Edge, RB, Powerblade, Endurace, Tempest, Twister y Metroblade.;9506 70 90;;TH;22,99;Tornilleria;;;;;;;;;;;;Patinaje;Taller;;Unisex
8034033171736;09203800 001;09203800 001;09203800;TORNILLOS FRENO COMP (10UDS);001;;;UNICA;;26;ROLLERBLADE;TALLER;TORNILLOS;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/09203800 001.UNICA.1.jpg;;;;;;;;;;;;Brake Axle Fusion es un eje de freno más largo para patines Fusion X3 y Sirio Comp e incluye diez ejes y espaciadores de armazón para ensamblar o reemplazar.;9506 70 90;;TH;17,99;Tornilleria;;;;;;;;;;;;Patinaje;Taller;;Unisex
8034033171743;09204000 001;09204000 001;09204000;TORNILLOS FRENO RACING (10UDS);001;NEUTRO;MULTICOLOR;UNICA;;26;ROLLERBLADE;TALLER;TORNILLOS;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/09204000 001.UNICA.1.jpg;;;;;;;;;;;;Brake Axle Race incluye diez ejes más largos y separadores de bastidor para reemplazo en Twister Edge, RB 110 y patines Metroblade.;9506 70 90;;TH;32,99;Tornilleria;;;;;;;;;;;;Patinaje;Taller;;Unisex
8034033171750;09204200 001;09204200 001;09204200;ESPACIADORES ALU 8MM (8UDS);001;NEUTRO;MULTICOLOR;UNICA;;26;ROLLERBLADE;TALLER;TORNILLOS;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/09204200 001.UNICA.1.jpg;;;;;;;;;;;;El espaciador de rodamientos de 8 mm incluye ocho espaciadores de rodamiento para todos los modelos de 8 mm Rollerblade con excepción de: patines Microblade, Cyclone, Spitfire, Arrow y Thunder.;9506 70 90;;TH;17,99;Tornilleria;;;;;;;;;;;;Patinaje;Taller;;Unisex
8034033171842;09205000 001;09205000 001;09205000;GANCHO SPARK+SPIRITBLADE RTL(10UDS);001;NEUTRO;MULTICOLOR;UNICA;;26;ROLLERBLADE;TALLER;GANCHOS Y CIERRES;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/09205000 001.UNICA.1.jpg;;;;;;;;;;;;La hebilla de puño Zetrablade incluye cinco pares de hebillas de puño superiores de repuesto y accesorios de montaje para patines Rollerblade Zetrablade y RB XL.;9506 70 90;;VN;49,99;Ganchos y Cierres;;;;;;;;;;;;Patinaje;Taller;;Unisex
8034033172078;09207600 001;09207600 001;09207600;TACO DE FRENO NO MARKING (1UD);001;GRIS;GRIS;UNICA;;26;ROLLERBLADE;TALLER;RECAMBIOS FRENOS;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/09207600 001.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09207600 001.UNICA.2.jpg;;;;;;;;;;;Ideal para patinaje en interiores, las pastillas de freno Rollerblade que no dejan marcas evitan que se rasquen los pisos. Paquete de 2, ideal para patines de alquiler Zetrabalde y Spiritblade RTL.;9506 70 90;;VN;19,99;Recambios Frenos;;;;;;;;;;;;Patinaje;Taller;;Unisex
8034033172085;09207800 001;09207800 001;09207800;SOPORTE FRENO SPITFIRE (1UD);001;NEUTRO;MULTICOLOR;UNICA;;21;ROLLERBLADE;TALLER;RECAMBIOS FRENOS;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/09207800 001.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09207800 001.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09207800 001.UNICA.3.jpg;;;;;;;;;;Soporte de la pastilla de freno y accesorios para fijar o reemplazar los conjuntos de freno en patines Rollerblade SPITFIRE.;9506 70 90;;VN;9,90;Recambios Frenos;;;;;;;;;;;;Patinaje;Taller;;Unisex
8034033184712;09208500 001;09208500 001;09208500;SOPORTE FRENO MICRO (1UD);001;;;UNICA;;23;ROLLERBLADE;TALLER;RECAMBIOS FRENOS;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/09208500 001.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09208500 001.UNICA.2.jpg;;;;;;;;;;;Soporte de pastillas de freno y accesorios para fijar o reemplazar los conjuntos de frenos en los patines COMET y ARROW de Rollerblade Kids.;9506 70 90;;TH;9,90;Recambios Frenos;;;;;;;;;;;;Patinaje;Taller;;Unisex
8034033172191;09210000 001 220;09210000 001;09210000;PLANTILLA ESPECIALIZADA (1PR) RB;001;NEUTRAL;NATURAL;220;;18;ROLLERBLADE;COMPONENTES Y RECAMB;PLANTILLAS;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/09210000 001.UNICA.1.jpg;;;;;;;;;;;;PARA TODOS LOS MODELOS, A EXCEPCION DE  LOS MODELOS TEMPEST, JUNIOR Y AGRESIVOS;9506 70 90;;TH;14,30;Plantillas;;;;;;;;;;;;Patinaje;Componentes;;Unisex
8034033172207;09210000 001 225;09210000 001;09210000;PLANTILLA ESPECIALIZADA (1PR) RB;001;NEUTRAL;NATURAL;225;;18;ROLLERBLADE;COMPONENTES Y RECAMB;PLANTILLAS;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/09210000 001.UNICA.1.jpg;;;;;;;;;;;;PARA TODOS LOS MODELOS, A EXCEPCION DE  LOS MODELOS TEMPEST, JUNIOR Y AGRESIVOS;9506 70 90;;TH;14,30;Plantillas;;;;;;;;;;;;Patinaje;Componentes;;Unisex
8034033289370;09211400 001;09211400 001;09211400;TORNILLOS GUIA BLANK (8UDS);001;;;UNICA;;26;ROLLERBLADE;TALLER;TORNILLOS;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/09211400 001.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09211400 001.UNICA.2.jpg;;;;;;;;;;;El eje en blanco incluye tornillos de bastidor para fijar o reemplazar ruedas en patines Rollerblade NJ Pro, NJ Team, NJR.;9506 70 90;;TH;19,99;Tornilleria;;;;;;;;;;;;Patinaje;Taller;;Unisex
8034033655427;09302600 001;09302600 001;09302600;SOPORTE FRENO TWISTER/SPIRITBL(1UD);001;NEUTRO;MULTICOLOR;UNICA;;26;ROLLERBLADE;TALLER;RECAMBIOS FRENOS;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/09302600 001.UNICA.1.jpg;;;;;;;;;;;;Twister / Spiritblade / Zetrablade / Geoblade Brake Support incluye hardware para fijar o reemplazar los frenos en los patines Twister Edge, Twister Edge X, Twister y Metroblade.;9506 70 90;;VN;19,99;Recambios Frenos;;;;;;;;;;;;Patinaje;Taller;;Unisex
8050459095791;09202500 001;09202500 001;09202500;TORNILLOS GUIA ZETRA (9UDS);001;NEUTRO;MULTICOLOR;UNICA;;26;ROLLERBLADE;TALLER;TORNILLOS;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/09202500 001.UNICA.1.jpg;;;;;;;;;;;;El kit de eje Zetrablade incluye un juego de ocho ejes de aluminio más un eje de freno más largo para patines Zetrablade, Macroblade, Comp y Sirio Comp.;9506 70 90;;VN;13,99;Tornilleria;;;;;;;;;;;;Patinaje;Taller;;Unisex
8050459095807;09203900 001;09203900 001;09203900;TORNILLOS FRENO ZETRA (10UDS);001;NEUTRO;MULTICOLOR;UNICA;;26;ROLLERBLADE;TALLER;TORNILLOS;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/09203900 001.UNICA.1.jpg;;;;;;;;;;;;El eje de freno Zetrablade incluye diez ejes más largos y separadores de bastidor para reemplazar en patines Zetrablade y Spiritblade.;9506 70 90;;VN;12,99;Tornilleria;;;;;;;;;;;;Patinaje;Taller;;Unisex
8050459002485;09204500 001;09204500 001;09204500;ESPACIADORES ALU 6MM JR (8UDS);001;NEUTRO;MULTICOLOR;UNICA;;26;ROLLERBLADE;TALLER;TORNILLOS;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/09204500 001.UNICA.1.jpg;;;;;;;;;;;;Bearing Spacer Junior incluye ocho separadores de rodamientos para patines Spitfire, Arrow y Thunder.;9506 70 90;;VN;12,99;Tornilleria;;;;;;;;;;;;Patinaje;Taller;;Junior
8050459095821;09210700 100 230;09210700 100;09210700;BOTINES MAXXUM SPECIAL.;100;NEGRO;NEGRO;230;;20;ROLLERBLADE;TALLER;BOTINES;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.3.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.4.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.5.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.6.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.7.jpg;;;;;;Forros de recambio para patines MAXXUM.;9506 70 90;;TH;75,90;Botines;;;;;;;;;;;;Patinaje;Taller;;Unisex
8050459095838;09210700 100 235;09210700 100;09210700;BOTINES MAXXUM SPECIAL.;100;NEGRO;NEGRO;235;;20;ROLLERBLADE;TALLER;BOTINES;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.3.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.4.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.5.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.6.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.7.jpg;;;;;;Forros de recambio para patines MAXXUM.;9506 70 90;;TH;75,90;Botines;;;;;;;;;;;;Patinaje;Taller;;Unisex
8050459095883;09210700 100 260;09210700 100;09210700;BOTINES MAXXUM SPECIAL.;100;NEGRO;NEGRO;260;;20;ROLLERBLADE;TALLER;BOTINES;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.3.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.4.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.5.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.6.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.7.jpg;;;;;;Forros de recambio para patines MAXXUM.;9506 70 90;;TH;75,90;Botines;;;;;;;;;;;;Patinaje;Taller;;Unisex
8050459095890;09210700 100 265;09210700 100;09210700;BOTINES MAXXUM SPECIAL.;100;NEGRO;NEGRO;265;;20;ROLLERBLADE;TALLER;BOTINES;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.3.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.4.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.5.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.6.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.7.jpg;;;;;;Forros de recambio para patines MAXXUM.;9506 70 90;;TH;75,90;Botines;;;;;;;;;;;;Patinaje;Taller;;Unisex
8050459095968;09210700 100 300;09210700 100;09210700;BOTINES MAXXUM SPECIAL.;100;NEGRO;NEGRO;300;;20;ROLLERBLADE;TALLER;BOTINES;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.3.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.4.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.5.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.6.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.7.jpg;;;;;;Forros de recambio para patines MAXXUM.;9506 70 90;;TH;75,90;Botines;;;;;;;;;;;;Patinaje;Taller;;Unisex
8050459095982;09210700 100 310;09210700 100;09210700;BOTINES MAXXUM SPECIAL.;100;NEGRO;NEGRO;310;;20;ROLLERBLADE;TALLER;BOTINES;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.3.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.4.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.5.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.6.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09210700 100.UNICA.7.jpg;;;;;;Forros de recambio para patines MAXXUM.;9506 70 90;;TH;75,90;Botines;;;;;;;;;;;;Patinaje;Taller;;Unisex
8050459095999;09211800 001;09211800 001;09211800;RECAMBIO TWISTER CUFF RIVETS(10 uds);001;NEUTRO;MULTICOLOR;UNICA;;23;ROLLERBLADE;TALLER;TORNILLOS;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/09211800 001.UNICA.1.jpg;;;;;;;;;;;;PARA LOS MDOELOS TWISTER;9506 70 90;;TH;29,90;Tornilleria;;;;;;;;;;;;Patinaje;Taller;;Unisex
8034033635757;09302000 001;09302000 001;09302000;SOPORTE FRENO GT90/RB XL;001;NEUTRO;MULTICOLOR;UNICA;;26;ROLLERBLADE;TALLER;RECAMBIOS FRENOS;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/09302000 001.UNICA.1.jpg;;;;;;;;;;;;Brake Support RBXL incluye hardware para fijar o reemplazar los frenos en los patines RB XL, Macroblade 90, Sirio 90, Maxxum y Tempest 90 W.;9506 70 90;;TH;27,99;Recambios Frenos;;;;;;;;;;;;Patinaje;Taller;;Unisex
8034033635764;09302100 001;09302100 001;09302100;SOPORTE FRENO GT100/TEMP.100;001;NEUTRO;MULTICOLOR;UNICA;;26;ROLLERBLADE;TALLER;RECAMBIOS FRENOS;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/09302100 001.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09302100 001.UNICA.2.jpg;;;;;;;;;;;El soporte para frenos Tempest 100 y GTM 100 incluye hardware para fijar o reemplazar conjuntos de frenos en patines Rollerblade Maxxum 100 y Tempest 100.;9506 70 90;;TH;27,99;Recambios Frenos;;;;;;;;;;;;Patinaje;Taller;;Unisex
8034033635788;09302300 001;09302300 001;09302300;SOPORTE FRENO TEMPEST 110;001;;;UNICA;;21;ROLLERBLADE;TALLER;RECAMBIOS FRENOS;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/09302300 001.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09302300 001.UNICA.2.jpg;;;;;;;;;;;Soporte de la pastilla de freno y accesorios para fijar o reemplazar los conjuntos de freno en patines Rollerblade TEMPEST 110.;9506 70 90;;TH;25,90;Recambios Frenos;;;;;;;;;;;;Patinaje;Taller;;Unisex
8034033655434;09302700 001;09302700 001;09302700;SOPORTE FRENO FUSX3/SPARK COM;001;;;UNICA;;26;ROLLERBLADE;TALLER;RECAMBIOS FRENOS;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/09302700 001.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09302700 001.UNICA.2.jpg;;;;;;;;;;;Brake Support Spark / Fusion incluye hardware para fijar o reemplazar frenos en patines Zetrablade, Sirio Comp, Comp y Macroblade.;9506 70 90;;VN;19,99;Recambios Frenos;;;;;;;;;;;;Patinaje;Taller;;Unisex
8050459002515;09302900 001;09302900 001;09302900;SOPORTE FRENO MACROBL.84/80;001;NEUTRO;MULTICOLOR;UNICA;;26;ROLLERBLADE;TALLER;RECAMBIOS FRENOS;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/09302900 001.UNICA.1.jpg;;;;;;;;;;;;Soporte de frenos Macroblade incluye hardware para fijar o reemplazar frenos en patines Macroblade, Sirio, Spark y Aero.;9506 70 90;;VN;19,99;Recambios Frenos;;;;;;;;;;;;Patinaje;Taller;;Unisex
8050459096033;09303400 001;09303400 001;09303400;SOPORTE FRENO RB 80 (1UD);001;NEUTRO;MULTICOLOR;UNICA;;26;ROLLERBLADE;TALLER;RECAMBIOS FRENOS;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/09303400 001.UNICA.1.jpg;;;;;;;;;;;;Brake Support RB 80 incluye hardware para fijar o reemplazar frenos en patines Cyclone, RB Cruiser y RB 80.;9506 70 90;;CN;10,99;Recambios Frenos;;;;;;;;;;;;Patinaje;Taller;;Unisex
8050459158212;09301800 006;09301800 006;09301800;GANCHOS SPITFIRE (5 PARES);006;PLATA;PLATA;UNICA;;26;ROLLERBLADE;TALLER;GANCHOS Y CIERRES;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/09301800 006.UNICA.1.jpg;;;;;;;;;;;;La hebilla Spitfire incluye un par de hebillas de puño superior de repuesto y accesorios de montaje para los patines Spitfire.;9506 70 90;;VN;39,99;Ganchos y Cierres;;;;;;;;;;;;Patinaje;Taller;;Unisex
8050459287646;09211700 001;09211700 001;09211700;REMACHES GUIA RB 80  (10UDS);001;NEUTRO;MULTICOLOR;UNICA;;26;ROLLERBLADE;TALLER;GANCHOS Y CIERRES;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/09211700 001.UNICA.1.jpg;;;;;;;;;;;;Los pernos de frame RB incluyen todo el hardware para colocar o reemplazar frames en patines Rollerblade RB 80, Cruiser y RB 110 3WD.;9506 70 90;;CN;11,99;Ganchos y Cierres;;;;;;;;;;;;Patinaje;Taller;;Unisex
8050459331981;09213200 000;09213200 000;09213200;TWISTER SLIDER (1PAR);000;NEUTRO;MULTICOLOR;UNICA;;21;ROLLERBLADE;TALLER;TORNILLOS;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/09213200 000.UNICA.1.jpg;;;;;;;;;;;;El kit Twister Slider es un juego de reemplazo de deslizadores que se montan en el lado lateral de los patines. La naturaleza del patinaje puede llevar a que las botas se desgasten y se diseñan estratégicamente y se colocan para una mayor protección. Son específicos para la derecha / izquierda y vienen con todo el hardware de montaje necesario para un reemplazo conveniente en TODOS los modelos TWISTER.;9506 70 90;;TH;15,90;Tornilleria;;;;;;;;;;;;Patinaje;Taller;;Unisex
8050459336016;09213300 000;09213300 000;09213300;METROBLADE SLIDER (1PAR);000;NEUTRO;MULTICOLOR;UNICA;;21;ROLLERBLADE;TALLER;TORNILLOS;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/09213300 000.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09213300 000.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/09213300 000.UNICA.3.jpg;;;;;;;;;;El kit de control deslizante Metroblade es un juego de reemplazo de controles deslizantes que se monta en el lado lateral de los patines. La naturaleza del patinaje puede llevar a que las botas se desgasten y se diseñan estratégicamente y se colocan para una mayor protección. Son específicos para la derecha / izquierda y vienen con todo el hardware de montaje necesario para un reemplazo conveniente en TODOS los modelos METROBLADE.;9506 70 90;;TH;19,90;Tornilleria;;;;;;;;;;;;Patinaje;Taller;;Unisex
