EAN;SKU;Vendor Item No.;Art. Codigo;Art. Nombre;Color Codigo;Color Nombre;Color Base;Talla;Talla EUR;Año;Marca;Familia;Linea;Tipo;Estacion;Uds x pack;Cantidad Minima;En Multiplos de;No servir antes de;Foto;Foto2;Foto3;Foto4;Foto5;Foto6;Foto7;Foto8;Foto9;Foto10;Foto11;Foto12;Descripcion larga;Cod. Arancelario;FEDAS;Cod. Pais;PVPR;linea_web;gama;capacidad;tipo_cierre;composicion;dimensiones;botin;ruedas_patines;rodamiento;guia;freno;chasis;actividad;familia_web;tecnologia;genero
8050459892451;06656300 027;06656300 027;06656300;RUEDAS 72/80A APEX XC (4PCS);027;LIGHT BLUE;AZUL;UNICA;;25;ROLLERBLADE;COMPONENTES Y RECAMB;RUEDAS;URBAN;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/06656300 027.UNICA.1.jpg;;;;;;;;;;;;;9506 70 90;;CN;19,99;Ruedas;Urban;;;;;;;;;;;Patinaje;Componentes;;Unisex
8050459907247;067W1000 100;067W1000 100;067W1000;GUIA 3WD 110 PACK;100;BLACK;NEGRO;UNICA;;25;ROLLERBLADE;COMPONENTES Y RECAMB;GUIAS Y PLACAS;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/067W1000 100.UNICA.1.jpg;;;;;;;;;;;;"El paquete urbano 3WD incluye todo lo necesario para convertir los patines Twister en 3WD (tracción en 3 ruedas) para un peso más liviano y una maniobrabilidad avanzada. Incluido en el paquete Urban: dos guias de aluminio extruido de 10 "" / 255 mm con orificios de montaje de 165 mm, (6) ruedas Hydrogen 110 mm / 85a, (12) rodamientos Twincam ILQ-9 Classic Plus, (6) espaciadores de rodamientos de aluminio de 8 mm, (6) ejes de carreras, cuatro tornillos de arranque y un Alle de 4 mm";9506 70 90;;VN;199,99;Guias y Placas;;;;;;;;;;;;Patinaje;Componentes;;Unisex
8050459907278;06844500 100;06844500 100;06844500;RUEDAS HYDROGEN STREET 60/92A (4PCS);100;BLACK;NEGRO;UNICA;;25;ROLLERBLADE;COMPONENTES Y RECAMB;RUEDAS;STREET;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/06844500 100.UNICA.1.jpg;;;;;;;;;;;;Las ruedas Hydrogen Street de 60 mm están diseñadas para ofrecer el máximo rendimiento en calles y parques. Fabricado en los EE. UU. Con una fórmula premium exclusiva, el núcleo interior en forma de pala soporta un exterior de uretano que mejora la velocidad, el agarre mecánico y el desgaste. El perfil de calle compacto proporciona la máxima maniobrabilidad necesaria para el patinaje técnico.;9506 70 90;;US;59,99;Ruedas;Street;;;;;;;;;;;Patinaje;Componentes;;Unisex
8050459907254;068Z0100 D96;068Z0100 D96;068Z0100;HERRAMIENTA BLADETOOL PRO;D96;GREEN;VERDE;UNICA;;26;ROLLERBLADE;COMPONENTES Y RECAMB;HERRAMIENTAS;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/068Z0100 D96.UNICA.1.jpg;;;;;;;;;;;;Herramienta de patines Pro completa el ajuste y el reemplazo de ruedas / rodamientos con facilidad. El mango tiene una forma anatómica para un agarre cómodo y la llave Allen extraíble de 4 mm se puede guardar en el mango mientras patina. Una llave Torx en el reverso presenta una herramienta para reemplazo de rodamintos de acero.;9506 70 90;;DE;24,99;Herramientas;;;;;;;;;;;;Patinaje;Componentes;;Unisex
8050459907261;068Z0300 100;068Z0300 100;068Z0300;HERRAMIENTA BLADETOOL;100;BLACK;NEGRO;UNICA;;25;ROLLERBLADE;COMPONENTES Y RECAMB;HERRAMIENTAS;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/068Z0300 100.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/068Z0300 100.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/068Z0300 100.UNICA.3.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/068Z0300 100.UNICA.4.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/068Z0300 100.UNICA.5.jpg;;;;;;;;Con un mango de forma anatómica, Bladetool es una herramienta sólida que ayuda a cubrir las necesidades del patín con facilidad y un agarre cómodo.;9506 70 90;;CN;14,99;Herramientas;;;;;;;;;;;;Patinaje;Componentes;;Unisex
8050459907179;06A20000 500 S;06A20000 500;06A20000;CALCETINES KIDS;500;DARK GREY/PINK;GRIS;35-38;;25;ROLLERBLADE;ACCESORIOS TEXTIL;CALCETINES;;SS;1;0;0;;;;;;;;;;;;;;Nuestros calcetines para niños son calcetines para patines de rendimiento mejorado que son duraderos y de alta calidad para sus hijos. La construcción de la espinilla de doble piqué y el diseño personalizado para el pie izquierdo y derecho brindan comodidad en las zonas de presión. Este calcetín es duradero, transpirable y conserva su forma, por lo que es imprescindible para patinar.;6115 96 99;;IT;9,99;Calcetines;;;;Elasticidad y durabilidad.;;;;;;;;Patinaje;Accesorios Textil;;Junior
8050459907162;06A20000 500 XS;06A20000 500;06A20000;CALCETINES KIDS;500;DARK GREY/PINK;GRIS;31-34;;25;ROLLERBLADE;ACCESORIOS TEXTIL;CALCETINES;;SS;1;0;0;;;;;;;;;;;;;;Nuestros calcetines para niños son calcetines para patines de rendimiento mejorado que son duraderos y de alta calidad para sus hijos. La construcción de la espinilla de doble piqué y el diseño personalizado para el pie izquierdo y derecho brindan comodidad en las zonas de presión. Este calcetín es duradero, transpirable y conserva su forma, por lo que es imprescindible para patinar.;6115 96 99;;IT;9,99;Calcetines;;;;Elasticidad y durabilidad.;;;;;;;;Patinaje;Accesorios Textil;;Junior
8050459907155;06A20000 T83 S;06A20000 T83;06A20000;CALCETINES KIDS;T83;BLACK/GREEN;NEGRO;35-38;;25;ROLLERBLADE;ACCESORIOS TEXTIL;CALCETINES;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/06A20000 T83.UNICA.1.jpg;;;;;;;;;;;;Nuestros calcetines para niños son calcetines para patines de rendimiento mejorado que son duraderos y de alta calidad para sus hijos. La construcción de la espinilla de doble piqué y el diseño personalizado para el pie izquierdo y derecho brindan comodidad en las zonas de presión. Este calcetín es duradero, transpirable y conserva su forma, por lo que es imprescindible para patinar.;6115 96 99;;IT;9,99;Calcetines;;;;Elasticidad y durabilidad.;;;;;;;;Patinaje;Accesorios Textil;;Junior
8050459907148;06A20000 T83 XS;06A20000 T83;06A20000;CALCETINES KIDS;T83;BLACK/GREEN;NEGRO;31-34;;25;ROLLERBLADE;ACCESORIOS TEXTIL;CALCETINES;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/06A20000 T83.UNICA.1.jpg;;;;;;;;;;;;Nuestros calcetines para niños son calcetines para patines de rendimiento mejorado que son duraderos y de alta calidad para sus hijos. La construcción de la espinilla de doble piqué y el diseño personalizado para el pie izquierdo y derecho brindan comodidad en las zonas de presión. Este calcetín es duradero, transpirable y conserva su forma, por lo que es imprescindible para patinar.;6115 96 99;;IT;9,99;Calcetines;;;;Elasticidad y durabilidad.;;;;;;;;Patinaje;Accesorios Textil;;Junior
8050459907193;06R20100 394;06R20100 394;06R20100;RIÑONERA ECO;394;ANTHRACITE;GRIS;UNICA;;25;ROLLERBLADE;MOCHILAS Y BOLSAS;RIÑONERAS;;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/06R20100 394.UNICA.1.jpg;;;;;;;;;;;;Tenga las manos libres cuando patine, vaya a su festival de música favorito o al parque con amigos. El Hip Pack Eco está hecho con todos los materiales reciclados. Siéntase bien con esta opción ecológica que es conveniente y mantiene todos sus elementos esenciales organizados. Las características incluyen bolsillos internos con cremallera y un bolsillo externo seguro con cremallera con tapa con solapa.;4202 92 91;;CN;29,99;Riñoneras;;;;;;;;;;;;Patinaje;Mochilas y Bolsas;;Unisex
8050459898439;07061300 S25 220;07061300 S25;07061300;PATINES RB 110 3WD;S25;BLACK/SAFFRON YELLOW;NEGRO;220;;24;ROLLERBLADE;PATINES ROLLERBLADE;URBAN;RB;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.3.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.4.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.5.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.6.jpg;;;;;;;¿Buscas un patín urbano versátil y rápido? El RB 110 está diseñado para todos los entornos de patinaje y proporciona un botín anatómico y sublimado y se combina con ojales superiores y una plantilla de entrenamiento para un soporte ideal. La comodidad de la bota moldeada y un patín de lámina dura duradera brindan rendimiento y velocidad. Rueda por todas partes con este patín extremadamente versátil y duradero.;9506 70 30;;CN;279,99;Urban;Rb;;Hebilla de cuff con cierre, hebilla de 45 °, cordones;;;Alto rendimiento, amortiguador, ojales extendidos, botín sublimado, plantilla de entrenamiento;Supremo 110 mm / 85 A;SG7;"3WD de aluminio extruido (máx. 110 mm) 255 mm / 10 "", ejes de carrera, ajustable lateralmente";Disponible en el mercado de accesorios;Deslizador lateral RB, moldeado, ventilado;Patinaje;Patines Rollerblade;3WD, Supreme, Molded;Unisex
8050459898446;07061300 S25 230;07061300 S25;07061300;PATINES RB 110 3WD;S25;BLACK/SAFFRON YELLOW;NEGRO;230;;24;ROLLERBLADE;PATINES ROLLERBLADE;URBAN;RB;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.3.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.4.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.5.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.6.jpg;;;;;;;¿Buscas un patín urbano versátil y rápido? El RB 110 está diseñado para todos los entornos de patinaje y proporciona un botín anatómico y sublimado y se combina con ojales superiores y una plantilla de entrenamiento para un soporte ideal. La comodidad de la bota moldeada y un patín de lámina dura duradera brindan rendimiento y velocidad. Rueda por todas partes con este patín extremadamente versátil y duradero.;9506 70 30;;CN;279,99;Urban;Rb;;Hebilla de cuff con cierre, hebilla de 45 °, cordones;;;Alto rendimiento, amortiguador, ojales extendidos, botín sublimado, plantilla de entrenamiento;Supremo 110 mm / 85 A;SG7;"3WD de aluminio extruido (máx. 110 mm) 255 mm / 10 "", ejes de carrera, ajustable lateralmente";Disponible en el mercado de accesorios;Deslizador lateral RB, moldeado, ventilado;Patinaje;Patines Rollerblade;3WD, Supreme, Molded;Unisex
8050459898453;07061300 S25 240;07061300 S25;07061300;PATINES RB 110 3WD;S25;BLACK/SAFFRON YELLOW;NEGRO;240;;24;ROLLERBLADE;PATINES ROLLERBLADE;URBAN;RB;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.3.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.4.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.5.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.6.jpg;;;;;;;¿Buscas un patín urbano versátil y rápido? El RB 110 está diseñado para todos los entornos de patinaje y proporciona un botín anatómico y sublimado y se combina con ojales superiores y una plantilla de entrenamiento para un soporte ideal. La comodidad de la bota moldeada y un patín de lámina dura duradera brindan rendimiento y velocidad. Rueda por todas partes con este patín extremadamente versátil y duradero.;9506 70 30;;CN;279,99;Urban;Rb;;Hebilla de cuff con cierre, hebilla de 45 °, cordones;;;Alto rendimiento, amortiguador, ojales extendidos, botín sublimado, plantilla de entrenamiento;Supremo 110 mm / 85 A;SG7;"3WD de aluminio extruido (máx. 110 mm) 255 mm / 10 "", ejes de carrera, ajustable lateralmente";Disponible en el mercado de accesorios;Deslizador lateral RB, moldeado, ventilado;Patinaje;Patines Rollerblade;3WD, Supreme, Molded;Unisex
8050459898460;07061300 S25 250;07061300 S25;07061300;PATINES RB 110 3WD;S25;BLACK/SAFFRON YELLOW;NEGRO;250;;24;ROLLERBLADE;PATINES ROLLERBLADE;URBAN;RB;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.3.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.4.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.5.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.6.jpg;;;;;;;¿Buscas un patín urbano versátil y rápido? El RB 110 está diseñado para todos los entornos de patinaje y proporciona un botín anatómico y sublimado y se combina con ojales superiores y una plantilla de entrenamiento para un soporte ideal. La comodidad de la bota moldeada y un patín de lámina dura duradera brindan rendimiento y velocidad. Rueda por todas partes con este patín extremadamente versátil y duradero.;9506 70 30;;CN;279,99;Urban;Rb;;Hebilla de cuff con cierre, hebilla de 45 °, cordones;;;Alto rendimiento, amortiguador, ojales extendidos, botín sublimado, plantilla de entrenamiento;Supremo 110 mm / 85 A;SG7;"3WD de aluminio extruido (máx. 110 mm) 255 mm / 10 "", ejes de carrera, ajustable lateralmente";Disponible en el mercado de accesorios;Deslizador lateral RB, moldeado, ventilado;Patinaje;Patines Rollerblade;3WD, Supreme, Molded;Unisex
8050459898477;07061300 S25 260;07061300 S25;07061300;PATINES RB 110 3WD;S25;BLACK/SAFFRON YELLOW;NEGRO;260;;24;ROLLERBLADE;PATINES ROLLERBLADE;URBAN;RB;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.3.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.4.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.5.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.6.jpg;;;;;;;¿Buscas un patín urbano versátil y rápido? El RB 110 está diseñado para todos los entornos de patinaje y proporciona un botín anatómico y sublimado y se combina con ojales superiores y una plantilla de entrenamiento para un soporte ideal. La comodidad de la bota moldeada y un patín de lámina dura duradera brindan rendimiento y velocidad. Rueda por todas partes con este patín extremadamente versátil y duradero.;9506 70 30;;CN;279,99;Urban;Rb;;Hebilla de cuff con cierre, hebilla de 45 °, cordones;;;Alto rendimiento, amortiguador, ojales extendidos, botín sublimado, plantilla de entrenamiento;Supremo 110 mm / 85 A;SG7;"3WD de aluminio extruido (máx. 110 mm) 255 mm / 10 "", ejes de carrera, ajustable lateralmente";Disponible en el mercado de accesorios;Deslizador lateral RB, moldeado, ventilado;Patinaje;Patines Rollerblade;3WD, Supreme, Molded;Unisex
8050459898484;07061300 S25 270;07061300 S25;07061300;PATINES RB 110 3WD;S25;BLACK/SAFFRON YELLOW;NEGRO;270;;24;ROLLERBLADE;PATINES ROLLERBLADE;URBAN;RB;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.3.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.4.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.5.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.6.jpg;;;;;;;¿Buscas un patín urbano versátil y rápido? El RB 110 está diseñado para todos los entornos de patinaje y proporciona un botín anatómico y sublimado y se combina con ojales superiores y una plantilla de entrenamiento para un soporte ideal. La comodidad de la bota moldeada y un patín de lámina dura duradera brindan rendimiento y velocidad. Rueda por todas partes con este patín extremadamente versátil y duradero.;9506 70 30;;CN;279,99;Urban;Rb;;Hebilla de cuff con cierre, hebilla de 45 °, cordones;;;Alto rendimiento, amortiguador, ojales extendidos, botín sublimado, plantilla de entrenamiento;Supremo 110 mm / 85 A;SG7;"3WD de aluminio extruido (máx. 110 mm) 255 mm / 10 "", ejes de carrera, ajustable lateralmente";Disponible en el mercado de accesorios;Deslizador lateral RB, moldeado, ventilado;Patinaje;Patines Rollerblade;3WD, Supreme, Molded;Unisex
8050459898491;07061300 S25 280;07061300 S25;07061300;PATINES RB 110 3WD;S25;BLACK/SAFFRON YELLOW;NEGRO;280;;24;ROLLERBLADE;PATINES ROLLERBLADE;URBAN;RB;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.3.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.4.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.5.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.6.jpg;;;;;;;¿Buscas un patín urbano versátil y rápido? El RB 110 está diseñado para todos los entornos de patinaje y proporciona un botín anatómico y sublimado y se combina con ojales superiores y una plantilla de entrenamiento para un soporte ideal. La comodidad de la bota moldeada y un patín de lámina dura duradera brindan rendimiento y velocidad. Rueda por todas partes con este patín extremadamente versátil y duradero.;9506 70 30;;CN;279,99;Urban;Rb;;Hebilla de cuff con cierre, hebilla de 45 °, cordones;;;Alto rendimiento, amortiguador, ojales extendidos, botín sublimado, plantilla de entrenamiento;Supremo 110 mm / 85 A;SG7;"3WD de aluminio extruido (máx. 110 mm) 255 mm / 10 "", ejes de carrera, ajustable lateralmente";Disponible en el mercado de accesorios;Deslizador lateral RB, moldeado, ventilado;Patinaje;Patines Rollerblade;3WD, Supreme, Molded;Unisex
8050459898507;07061300 S25 290;07061300 S25;07061300;PATINES RB 110 3WD;S25;BLACK/SAFFRON YELLOW;NEGRO;290;;24;ROLLERBLADE;PATINES ROLLERBLADE;URBAN;RB;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.3.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.4.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.5.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.6.jpg;;;;;;;¿Buscas un patín urbano versátil y rápido? El RB 110 está diseñado para todos los entornos de patinaje y proporciona un botín anatómico y sublimado y se combina con ojales superiores y una plantilla de entrenamiento para un soporte ideal. La comodidad de la bota moldeada y un patín de lámina dura duradera brindan rendimiento y velocidad. Rueda por todas partes con este patín extremadamente versátil y duradero.;9506 70 30;;CN;279,99;Urban;Rb;;Hebilla de cuff con cierre, hebilla de 45 °, cordones;;;Alto rendimiento, amortiguador, ojales extendidos, botín sublimado, plantilla de entrenamiento;Supremo 110 mm / 85 A;SG7;"3WD de aluminio extruido (máx. 110 mm) 255 mm / 10 "", ejes de carrera, ajustable lateralmente";Disponible en el mercado de accesorios;Deslizador lateral RB, moldeado, ventilado;Patinaje;Patines Rollerblade;3WD, Supreme, Molded;Unisex
8050459898514;07061300 S25 300;07061300 S25;07061300;PATINES RB 110 3WD;S25;BLACK/SAFFRON YELLOW;NEGRO;300;;24;ROLLERBLADE;PATINES ROLLERBLADE;URBAN;RB;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.3.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.4.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.5.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.6.jpg;;;;;;;¿Buscas un patín urbano versátil y rápido? El RB 110 está diseñado para todos los entornos de patinaje y proporciona un botín anatómico y sublimado y se combina con ojales superiores y una plantilla de entrenamiento para un soporte ideal. La comodidad de la bota moldeada y un patín de lámina dura duradera brindan rendimiento y velocidad. Rueda por todas partes con este patín extremadamente versátil y duradero.;9506 70 30;;CN;279,99;Urban;Rb;;Hebilla de cuff con cierre, hebilla de 45 °, cordones;;;Alto rendimiento, amortiguador, ojales extendidos, botín sublimado, plantilla de entrenamiento;Supremo 110 mm / 85 A;SG7;"3WD de aluminio extruido (máx. 110 mm) 255 mm / 10 "", ejes de carrera, ajustable lateralmente";Disponible en el mercado de accesorios;Deslizador lateral RB, moldeado, ventilado;Patinaje;Patines Rollerblade;3WD, Supreme, Molded;Unisex
8050459898521;07061300 S25 310;07061300 S25;07061300;PATINES RB 110 3WD;S25;BLACK/SAFFRON YELLOW;NEGRO;310;;24;ROLLERBLADE;PATINES ROLLERBLADE;URBAN;RB;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.3.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.4.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.5.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.6.jpg;;;;;;;¿Buscas un patín urbano versátil y rápido? El RB 110 está diseñado para todos los entornos de patinaje y proporciona un botín anatómico y sublimado y se combina con ojales superiores y una plantilla de entrenamiento para un soporte ideal. La comodidad de la bota moldeada y un patín de lámina dura duradera brindan rendimiento y velocidad. Rueda por todas partes con este patín extremadamente versátil y duradero.;9506 70 30;;CN;279,99;Urban;Rb;;Hebilla de cuff con cierre, hebilla de 45 °, cordones;;;Alto rendimiento, amortiguador, ojales extendidos, botín sublimado, plantilla de entrenamiento;Supremo 110 mm / 85 A;SG7;"3WD de aluminio extruido (máx. 110 mm) 255 mm / 10 "", ejes de carrera, ajustable lateralmente";Disponible en el mercado de accesorios;Deslizador lateral RB, moldeado, ventilado;Patinaje;Patines Rollerblade;3WD, Supreme, Molded;Unisex
8050459898538;07061300 S25 320;07061300 S25;07061300;PATINES RB 110 3WD;S25;BLACK/SAFFRON YELLOW;NEGRO;320;;24;ROLLERBLADE;PATINES ROLLERBLADE;URBAN;RB;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.1.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.2.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.3.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.4.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.5.jpg;http://bmsportech.es/media/images/marcas/rollerblade/products/07061300 S25.UNICA.6.jpg;;;;;;;¿Buscas un patín urbano versátil y rápido? El RB 110 está diseñado para todos los entornos de patinaje y proporciona un botín anatómico y sublimado y se combina con ojales superiores y una plantilla de entrenamiento para un soporte ideal. La comodidad de la bota moldeada y un patín de lámina dura duradera brindan rendimiento y velocidad. Rueda por todas partes con este patín extremadamente versátil y duradero.;9506 70 30;;CN;279,99;Urban;Rb;;Hebilla de cuff con cierre, hebilla de 45 °, cordones;;;Alto rendimiento, amortiguador, ojales extendidos, botín sublimado, plantilla de entrenamiento;Supremo 110 mm / 85 A;SG7;"3WD de aluminio extruido (máx. 110 mm) 255 mm / 10 "", ejes de carrera, ajustable lateralmente";Disponible en el mercado de accesorios;Deslizador lateral RB, moldeado, ventilado;Patinaje;Patines Rollerblade;3WD, Supreme, Molded;Unisex
8050459898705;07220100 100 235;07220100 100;07220100;BOTAS PATINES NITROBLADE;100;BLACK;NEGRO;235;;26;ROLLERBLADE;PATINES ROLLERBLADE;SPEED;NITROBLADE;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/07220100 100.UNICA.1.jpg;;;;;;;;;;;;Nuestra bota Nitroblade Elite es una bota de carreras de alta gama hecha para aquellos que quieren patinar rápido. La bota de carbono de ajuste personalizado proporciona una bota de carrera superior que se puede moldear con calor a tus pies. Completas con microhebillas y un forro anatómico, estas botas brindan un ajuste seguro para carreras de alta velocidad.;9506 70 30;;CN;319,99;Speed;Nitroblade;;Hebilla microajustable 45°, cordones encerados;;;Anatómico, termoformable;N/A;;;Sin freno;Fibra de carbono termoformable (instrucciones en la caja), capellada de microfibra;Patinaje;Patines Rollerblade;;Unisex
8050459898712;07220100 100 240;07220100 100;07220100;BOTAS PATINES NITROBLADE;100;BLACK;NEGRO;240;;26;ROLLERBLADE;PATINES ROLLERBLADE;SPEED;NITROBLADE;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/07220100 100.UNICA.1.jpg;;;;;;;;;;;;Nuestra bota Nitroblade Elite es una bota de carreras de alta gama hecha para aquellos que quieren patinar rápido. La bota de carbono de ajuste personalizado proporciona una bota de carrera superior que se puede moldear con calor a tus pies. Completas con microhebillas y un forro anatómico, estas botas brindan un ajuste seguro para carreras de alta velocidad.;9506 70 30;;CN;319,99;Speed;Nitroblade;;Hebilla microajustable 45°, cordones encerados;;;Anatómico, termoformable;N/A;;;Sin freno;Fibra de carbono termoformable (instrucciones en la caja), capellada de microfibra;Patinaje;Patines Rollerblade;;Unisex
8050459898729;07220100 100 245;07220100 100;07220100;BOTAS PATINES NITROBLADE;100;BLACK;NEGRO;245;;26;ROLLERBLADE;PATINES ROLLERBLADE;SPEED;NITROBLADE;SS;1;0;0;;http://bmsportech.es/media/images/marcas/rollerblade/products/07220100 100.UNICA.1.jpg;;;;;;;;;;;;Nuestra bota Nitroblade Elite es una bota de carreras de alta gama hecha para aquellos que quieren patinar rápido. La bota de carbono de ajuste personalizado proporciona una bota de carrera superior que se puede moldear con calor a tus pies. Completas con microhebillas y un forro anatómico, estas botas brindan un ajuste seguro para carreras de alta velocidad.;9506 70 30;;CN;319,99;Speed;Nitroblade;;Hebilla microajustable 45°, cordones encerados;;;Anatómico, termoformable;N/A;;;Sin freno;Fibra de carbono termoformable (instrucciones en la caja), capellada de microfibra;Patinaje;Patines Rollerblade;;Unisex
